EnemyWeak#0,"""試し斬りにもならないの……"""
EnemyLarge#35,"""すっごく……おおきいなぁ……"""
EnemyBoss#35,"""面倒な相手が来ちゃった……"""
EnemyRare#35,"""すっごいレアな種ね<br>ついてるかも……"""
EnemyBoost#35,"""この感じは……<br>よくない雰囲気ですよ"""
DestroyEnemy1#35,"""やっちゃいました"""
DestroyEnemy2#35,"""決めちゃいました"""
DestroyEnemy3#34,"""優雅に決めっ！"""
CondFreeze#35,"""冷たいなぁ……"""
CondBurn#35,"""熱いかも……"""
CondShock#35,"""びりびりする……"""
CondPoison#35,"""気持ち悪い……"""
CondPanic#35,"""ぐるぐるして……<br>なんだろ、コレ……"""
CondStan#35,"""ふぬけちゃった……"""
CondMirage#35,"""何か視界がヘン……"""
Die#35,"""お姉ちゃん……"""
ThankHeal#35,"""ありがとう"""
ThankBuff#35,"""もっと頑張る"""
ThankCure#35,"""気分スッキリ"""
DefeatEnemy#35,"""とりあえず、終わりかな？"""
LevelUp#35,"""強くなるのはいいこと"""
InvokeSkill1#33,"""こういうのは<br>パティちゃんの役目だよ"""
TechFire#12,"""無駄は嫌いなの"""
TechIce#13,"""逃がさない"""
TechThunder#14,"""見えてるんだけど？"""
TechWind#12,"""いろいろ出来るんだよ？"""
TechLight#14,"""テクニックなら任せて"""
TechDark#13,"""終わりにする"""
PBFull#34,"""私も怒るときは怒るから"""
PBRelease#35,"""二番、ティア。行きます"""
TacticsFree#16,"""それじゃ、自由にやります"""
TacticsGuard#16,"""防御を固めて隙をうかがう<br>常套戦術ね"""
TacticsMassedAttack#16,"""一点集中……<br>合理的だと思う"""
TacticsAttack#16,"""私がひきつけます"""
Avoid#35,"""残念"""
HealSelf#35,"""そう簡単に倒れたりはしないから"""
BuffSelf#35,"""補助だって忘れません"""
HealOther#35,"""はやめの回復を心がけて"""
BuffOther#35,"""能力強化を忘れずに"""
QuestStart1#35,"""それじゃ、よろしく"""
QuestEnd1#35,"""終わり、かな？"""
IncidentStart#35,"""何か、起こりそうな予感が"""
IncidentSuccess#35,"""成功したみたい"""
IncidentFailure#35,"""失敗は成功の元"""
PSE#35,"""フォトンの活性化……？<br>始まったみたい"""
PSELevelUp#35,"""さらに続けてみましょう"""
PSEBurst#35,"""ここまで<br>活性化するものなのね"""
HP30#35,"""まだまだ元気です"""
HP10#35,"""少し……辛いかも"""
ItemRare#35,"""それ、いいものみたいね"""
DamageSmall#35,"""つっ"""
DamageMiddle#35,"""きゃあっ"""
DamageLarge#35,"""いたっ！"""
Trap#35,"""くっ……こんな罠なんかに"""
ThankTrapRescue#35,"""助かります"""
TrapRescueOther#35,"""大丈夫ですか？"""
MemberDamaged#35,"""無理は禁物です"""
MemberDead#35,"""……許しません"""
AbilityExe#35,"""/toge 調子が出てきたから<br>私も頑張っちゃうかも"""
AbilitySpecial#35,"""/toge 私に任せてください"""
Resurrect#35,"""油断が過ぎたかな"""
PartyJoin#44,"""/ci1 1 適度に頑張る"""
Marvelous#35,"""……とっても楽"""
IncidentJsMultiApcBegin#1,"""/mn19 /ci5 1 さっきまで敵に囲まれて<br>泣きそうになっていた子が<br>わたしの隣に居るんだけど"""
IncidentJsMultiApcSuccess#1,"""/ci2 1 はいはい、お荷物になっちゃうから<br>早く帰るよパティちゃん<br>助けてくれて、ありがとう"""
EnemyWeak#36,"""およ、およよ？<br>これは楽ちんっぽいね！"""
EnemyLarge#36,"""すごく……おっきいなぁ……"""
EnemyBoss#36,"""難儀な相手が来ちゃったよー！"""
EnemyRare#36,"""おーっ！<br>あれあれ、珍しいやつだよー！"""
EnemyBoost#36,"""うわっ、うわわっ！<br>ビンビンにヤな予感……！"""
DestroyEnemy1#36,"""よいしょー！"""
DestroyEnemy2#36,"""どんなもんだいっ！"""
DestroyEnemy3#35,"""華麗に決まりっ！"""
CondFreeze#36,"""かちーん、こちーん！"""
CondBurn#36,"""メラメラと燃えてきた！<br>あちっ、あちちっ！"""
CondShock#36,"""しびびびれれれるるるる！"""
CondPoison#36,"""ううっ、ぎぼびばるい……"""
CondPanic#36,"""ぐるぐるでー、ぐらぐらー！<br>あはははっ！"""
CondStan#36,"""身体がうまく動かないよー"""
CondMirage#36,"""ぼやけてかすんで<br>なんだか視界がすっごい！"""
Die#36,"""ティア……"""
ThankHeal#36,"""ありがとっ！"""
ThankBuff#36,"""気がきく人、大好き！"""
ThankCure#36,"""気分爽快、がんばろー！"""
DefeatEnemy#36,"""んー、終わったかな？"""
LevelUp#36,"""いーなー！\u3000いーなぁー！"""
InvokeSkill1#34,"""せーの、っと！"""
InvokeSkill2#32,"""吹き飛んじゃえー！"""
InvokeSkill3#31,"""やっちゃうよー！"""
TechLight#15,"""ティアの見真似！"""
PBFull#35,"""むっかー！<br>腹立ってきたよ！"""
PBRelease#36,"""一番、パティ！\u3000いきまーす！"""
TacticsFree#17,"""自由気ままにいってみよー！"""
TacticsGuard#17,"""防御は最大の攻撃って<br>どこかの誰かが言ってたよー！"""
TacticsMassedAttack#17,"""悪いけどこれ、戦いだから……<br>狙いうち狙いうちっ！"""
TacticsAttack#17,"""ほらほらー、こっちおいでよー！"""
Avoid#36,"""よっこいしょー！"""
HealSelf#36,"""やれるかと思った？<br>残念、回復でしたー！"""
BuffSelf#36,"""こう見えても<br>準備は欠かさないんだよー！"""
HealOther#36,"""はやめの回復っと！"""
BuffOther#36,"""おすそ分けするよー！"""
QuestStart1#36,"""んじゃ行ってみよ－！"""
QuestEnd1#36,"""おーわりっと！"""
IncidentStart#36,"""むむ、トラブルの予感！"""
IncidentSuccess#36,"""大成功ーっ！"""
IncidentFailure#36,"""まあ、こういうこともあるよ！"""
PSE#36,"""おおっ、何か始まった！"""
PSELevelUp#36,"""続けていってみよー！"""
PSEBurst#36,"""うっはー<br>こりゃすっごいねー！"""
HP30#36,"""まだまだ元気だよっ！"""
HP10#36,"""か、空元気もちょっと無理……"""
ItemRare#36,"""あー、ずっこい！<br>いーなー！"""
DamageSmall#36,"""いたっ！"""
DamageMiddle#36,"""きゃあっ！"""
DamageLarge#36,"""いたいって！"""
Trap#36,"""罠にかかる女の子ってのも<br>なかなかそそる……って<br>そうじゃない、助けてー！"""
ThankTrapRescue#36,"""ふー、ありがと"""
TrapRescueOther#36,"""華麗に救出っと！"""
MemberDamaged#36,"""大丈夫？\u3000無茶はだめだよー！"""
MemberDead#36,"""あたしだって怒るんだよ……！"""
AbilityExe#36,"""/toge よーし、調子出てきたし<br>お姉ちゃんがんばっちゃうぞー！"""
AbilitySpecial#36,"""/toge あたしにおまかせっ！"""
Resurrect#36,"""ふー、川が見えたよー！"""
PartyJoin#45,"""/ci1 1 はいはーい！\u3000頑張るよ－！"""
Marvelous#36,"""いやー、楽チン楽チン"""
IncidentJsMultiApcBegin#2,"""/mn15 /toge /ci2 1 愛と勇気の美少女戦士<br>パティちゃん、推参！<br>泣く子はいねーがー！"""
IncidentJsMultiApcSuccess#2,"""/mn15 /toge /ci2 1 へっへーん、どう？どう？<br>あたし強いでしょ！\u3000最強でしょー！<br>褒めてくれてもいいんだよー！"""
EnemyWeak#37,"""僕たちの敵じゃあないね！"""
EnemyLarge#37,"""おやおや、ずいぶん大きいやつだ<br>だが、僕たちにかかれば！"""
EnemyBoss#37,"""強さが全てじゃない……<br>僕たちがそれを教えてあげよう！"""
EnemyRare#37,"""見たまえ！<br>あれは珍しいやつだよ！"""
EnemyBoost#37,"""ずいぶんやる気のようだけど<br>僕たちの絆に勝てるかな？"""
DestroyEnemy1#37,"""美しい！"""
DestroyEnemy2#37,"""よくやったね！"""
DestroyEnemy3#36,"""信じていたよ！"""
CondFreeze#37,"""身体は凍ってしまったが<br>僕の愛情は燃えたぎっている！"""
CondBurn#37,"""ははは、なんて熱さなんだ……<br>まるで、僕の愛情のようだね！"""
CondShock#37,"""この程度の痺れでは<br>僕たちの絆は止められない！"""
CondPoison#37,"""この身に毒を受けたとしても<br>愛する子達は守り抜くよ！"""
CondPanic#37,"""世界がぐるぐる回っているが<br>この子達がいてくれるから、問題ない！"""
CondStan#37,"""動けないとしても……<br>僕の側には、この子がいる！"""
CondMirage#37,"""ふふ、幻覚とは無駄なこと……<br>元より、この子達しか見ていない！"""
Die#37,"""僕の愛する子達……だけは……！"""
ThankHeal#37,"""感謝するよ！"""
ThankBuff#37,"""助かるよ！"""
ThankCure#37,"""ふう、落ち着いてきたよ"""
DefeatEnemy#37,"""さあ、進もうじゃないか！"""
LevelUp#37,"""/toge 頼もしいね、マイフレンド！"""
InvokeSkill1#35,"""任せたよ、僕の愛する子！"""
InvokeSkill2#33,"""絆の力を示すんだ！"""
InvokeSkill3#32,"""さあ、決めてしまおう！"""
PBFull#36,"""さあ、準備は整ったよ！"""
PBRelease#37,"""/toge 全身全霊のアンサンブルを届けよう！"""
TacticsFree#18,"""自由にやらせてもらうよ、マイフレンド！"""
TacticsGuard#18,"""今は耐え時だね、マイフレンド！"""
TacticsMassedAttack#18,"""集中攻撃か、わかったよマイフレンド！"""
TacticsAttack#18,"""囮は僕に任せてくれ！"""
Avoid#37,"""はっ！"""
HealSelf#37,"""やられるわけにはいかないんだ"""
BuffSelf#37,"""状況を万全にして挑もうかな"""
HealOther#37,"""大丈夫かい？"""
BuffOther#37,"""油断は禁物、だよ"""
QuestStart1#37,"""さあ始まるよ、僕の愛する子たち"""
QuestEnd1#37,"""やったねマイフレンド！<br>僕たちの絆の勝利だ！"""
QuestEnd2#16,"""流石だね、マイフレンド！"""
IncidentStart#37,"""マイフレンド、何かが起こるようだよ！"""
IncidentSuccess#37,"""やれやれ、びっくりしたけど<br>なんとかなったね！"""
IncidentFailure#37,"""……僕の対応が悪かったね"""
PSE#37,"""僕の子たちが騒いでる……<br>これは、ＰＳＥかな？"""
PSELevelUp#37,"""さらに続けていこうじゃないか"""
PSEBurst#37,"""見えるかい、みんな……<br>なんて美しい、ＰＳＥバースト……！"""
HP30#37,"""こんな無様な様子じゃ<br>僕の子達に見放されてしまうな……"""
HP10#37,"""僕の愛する子達のために<br>まだ倒れるわけにはいかない！"""
ItemRare#37,"""おや、それはいいものじゃないか！<br>おめでとう、マイフレンド！"""
DamageSmall#37,"""うっ"""
DamageMiddle#37,"""やるね"""
DamageLarge#37,"""そんなっ！"""
Trap#37,"""しまった！\u3000僕の子達を見ることに<br>集中するあまり、罠が見えず……！"""
ThankTrapRescue#37,"""助かったよ、マイフレンド！"""
TrapRescueOther#37,"""マイフレンド！\u3000大丈夫かい？"""
MemberDamaged#37,"""下がっていたまえマイフレンド！"""
MemberDead#37,"""……よくも、僕のフレンドを！"""
AbilityExe#37,"""はははっ！\u3000僕も僕の子達も<br>テンションマックス！\u3000絶好調さ！"""
AbilitySpecial#37,"""今なら何でも出来そうだ！"""
Resurrect#37,"""……ふう、心配をかけたねマイフレンド！"""
PartyJoin#46,"""/toge /ci2 1 よろしくマイフレンド！"""
Marvelous#37,"""/toge 僕たちも負けていられないな！"""
IncidentJsApcBegin#40,"""/ci2 1 マイフレンド！\u3000良いところに！<br>少し手伝ってもらえないだろうか！"""
IncidentJsApcFailure#37,"""すまないマイフレンド……<br>僕は先に下がらせてもらうよ"""
IncidentJsApcSuccess#40,"""/ci2 1 助かったよ、マイフレンド！<br>僕の子達も、ありがとう、だってさ！"""
IncidentJsApcBeginEvo#39,"""/ci1  ……どうやら、まだ来るみたいだね。"""
EnemyWeak#38,"""雑魚ですね"""
EnemyLarge#38,"""首が疲れます"""
EnemyBoss#38,"""これを倒せばいいんですね"""
EnemyRare#38,"""こんなところに、珍しいですね"""
EnemyBoost#38,"""……この雰囲気は"""
DestroyEnemy1#38,"""終わりです"""
DestroyEnemy2#38,"""死んでください"""
DestroyEnemy3#37,"""消えてください"""
CondFreeze#38,"""ひんやり……"""
CondBurn#38,"""あつあつ……"""
CondShock#38,"""しびしび……"""
CondPoison#38,"""どくどく……"""
CondPanic#38,"""くるくる……"""
CondStan#38,"""動きが……"""
CondMirage#38,"""ふわふわ……"""
Die#38,"""……当然の、末路です"""
ThankHeal#38,"""ありがとうございます"""
ThankBuff#38,"""援護、感謝します"""
ThankCure#38,"""お手数をおかけします"""
DefeatEnemy#38,"""一通り片付きましたね"""
LevelUp#38,"""強さは貴重です"""
InvokeSkill1#36,"""得意ではありませんが"""
InvokeSkill2#34,"""やるだけやりましょう"""
TechFire#13,"""本分はこちらです"""
TechIce#14,"""動きを止めましょう"""
TechThunder#15,"""逃しませんよ"""
TechWind#13,"""死んでください"""
TechLight#16,"""いかがでしょうか"""
TechDark#14,"""消えてください"""
PBFull#37,"""怒りを感じるのは久々です"""
PBRelease#38,"""全部、なくなればいいのに"""
TacticsFree#19,"""では、自由にやります"""
TacticsGuard#19,"""専守防衛は苦手ですが……"""
TacticsMassedAttack#19,"""集中して狙いましょうか"""
TacticsAttack#19,"""私に狙われる価値が<br>あるとも思えませんが……"""
Avoid#38,"""無駄ですよ"""
HealSelf#38,"""惜しかったですね"""
BuffSelf#38,"""戦闘準備は抜かりなく"""
HealOther#38,"""大丈夫ですか？"""
BuffOther#38,"""油断しないでください"""
QuestStart1#38,"""参りましょう"""
QuestStart2#13,"""<%me>様<br>よろしくお願いします"""
QuestEnd1#38,"""状況完了ですね"""
QuestEnd2#17,"""流石、と言わせてください"""
IncidentStart#38,"""突発事象ですか<br>よくあることですね"""
IncidentSuccess#38,"""つつがなく"""
IncidentFailure#38,"""申し訳ありません"""
PSE#38,"""フォトンが励起していますね"""
PSELevelUp#38,"""フォトンがさらに活性化、ですか"""
PSEBurst#38,"""これは……<br>すごい効果ですね"""
HP30#38,"""大した痛みではありません"""
